sku,title,brand,supplier,provider,image_url,filename,status,last_checked
08-012810,Motion Pro Vortex SE Throttle (superseded from 08-010054),,A1,MCAS,https://www.mcas.com.au/assets/full/08-012810.jpg,08-012810.jpg,FOUND,2026-06-26T14:41:38
